id,product
T0,98.40836193907462
T1,77.16608767924346
T2,114.0948110546789
T3,105.47753236738494
T4,87.47190157684757
T5,80.32613271656177
T6,69.92807945386669
T7,96.17971993641063
T8,78.7351487375755
T9,97.87453343119559
T10,78.19350142565358
T11,82.98689337882335
T12,71.63295139369217
T13,91.68529926577186
T14,104.764526357974
T15,94.91446864812946
T16,87.13780052010786
T17,103.9143832348302
T18,83.98289833087728
T19,120.42528561620342
T20,72.2438473030776
T21,96.8131691212685
T22,78.89210492479256
T23,108.22864698186306
T24,77.3393219631721
T25,111.65028586591693
T26,113.31768212365591
T27,100.35711159151533
T28,103.27769999719773
T29,119.52691987502668
T30,51.38788209802483
T31,68.92499631334994
T32,109.99989209319531
T33,112.53136978970338
T34,81.69644425760204
T35,106.43069458032211
T36,102.69447176207674
T37,101.47326067485669
T38,143.00894918893786
T39,46.88605878938807
T40,63.322777634142774
T41,129.47541146992373
T42,65.05480318597152
T43,85.04318914106565
T44,90.9753457805255
T45,77.86875508673342
T46,139.3908958796558
T47,129.42457036335048
T48,117.29653621516121
T49,70.64508922448822
T50,86.81690319957629
T51,96.32422147763373
T52,61.757631608816936
T53,49.78539089557693
T54,69.74178559275973
T55,111.42030831001506
T56,52.26686997169589
T57,91.76991048926057
T58,127.40762781561492
T59,106.72389063532498
T60,103.57117431709558
T61,106.8913277380675
T62,100.59798122946577
T63,41.24262385208246
T64,70.40505434273007
T65,61.232132416520294
T66,115.02112771599231
T67,115.26915467220262
T68,110.1249190427984
T69,97.50942429082471
T70,90.04081387970936
T71,101.2903205141731
T72,109.04288699374364
T73,121.56700698332358
T74,52.03984902774625
T75,73.58965368248937
T76,74.15633188219118
T77,119.97903254134856
T78,91.7916626264231
T79,129.07800234288575
T80,107.14408385890584
T81,98.97680709048811
T82,135.91760608402168
T83,110.11172565206824
T84,47.36304379300041
T85,75.91750618126407
T86,111.88840432342481
T87,51.35562327961748
T88,123.44458535556336
T89,76.09894523655788
T90,116.89283599472844
T91,128.89778357199125
T92,76.4177510689489
T93,105.15458091911462
T94,102.37046806703347
T95,110.12411416255812
T96,33.92384238985358
T97,90.05858546157859
T98,60.97520684082847
T99,98.34153365294968
T100,65.16653878753256
T101,110.35747533843441
T102,94.93816103303129
T103,106.34726277273357
T104,103.30232677076528
T105,98.97676786159441
T106,96.55296394943682
T107,91.02552273864148
T108,60.462684688364874
T109,112.23012152967836
T110,67.04456442386508
T111,61.15675338428964
T112,112.65031589493218
T113,101.78975518571198
T114,45.75432126769636
T115,70.64373316012535
T116,105.44877372337311
T117,122.03928372820948
T118,73.39460410161537
T119,62.18149104286107
T120,101.99772315873668
T121,73.12689732725838
T122,111.00820209294673
T123,40.540231762544195
T124,88.8416605050294
T125,103.25014009831648
T126,104.61159879572168
T127,95.90004665100317
T128,61.0356783270045
T129,62.22163594380832
T130,68.93414343560399
T131,96.91616242033862
T132,64.87884839629413
T133,104.13957975353787
T134,120.93865664264472
T135,81.50261797352246
T136,115.44441913556327
T137,71.60654572416418
